unnamed:_0,show_id,type,title,director,cast,date_added,release_year,rating,listed_in,description,budget,production_company_track_record,director_success,cast_popularity,genre_trend,release_season,marketing_budget,imdbrating,imdbvotes,duration_minutes,duration_seasons,main_cast,description_tokens,keywords,votes_log,rating_z,votes_z,popularity_score,popularity_zscore,popularity_cluster,popularity_kmeans,popularity
774,s775,0,2 hearts,lance hool,"Jacob Elordi, Adan Canto, Radha Mitchell, Tiera Skovbye, Kari Matchett, Tahmoh Penikett",2021-06-02,2020,6,"dramas, faith & spirituality, romantic movies","In parallel love stories, the lives of college student Chris and wealthy businessman Jorge intersect in a profound twist of fate. Based on a true story.",132576922,77,68,76,trending,2,1.7853624790416294,6.3,9983.0,101.0,0.0,"Jacob Elordi, Adan Canto, Radha Mitchell, Tiera Skovbye, Kari Matchett","['parallel', 'love', 'stories,', 'live', 'colleg', 'student', 'chri', 'wealthi', 'businessman', 'jorg', 'intersect', 'profound', 'twist', 'fate.', 'base', 'true', 'story.']","['student', 'based', 'stories', 'college', 'true', 'lives', 'story', 'love']",9.208739090609209,-0.006640157014914706,0.3306125438971351,0.1619861934411102,0,0,1,0
775,s776,0,a perfect ending,nicole conn,"Barbara Niven, Jessica Clark, John Heard, Morgan Fairchild, Kerry Knuppe, Imelda Corcoran, Mary Jane Wells, Rebecca Staab, Michael Adam Hamilton, Bryan Jackson, Bryan Mordechai Jackson",2021-06-02,2012,10,"dramas, independent movies, lgbtq movies","After confessing an unusual secret, a repressed wife – prompted by her friends – decides to explore her sexuality with a high-priced call girl.",61331429,46,45,79,trending,2,0.5098592446559604,5.6,5085.0,110.0,0.0,"Barbara Niven, Jessica Clark, John Heard, Morgan Fairchild, Kerry Knuppe","['confess', 'unusu', 'secret,', 'repress', 'wife', '–', 'prompt', 'friend', '–', 'decid', 'explor', 'sexual', 'high-pric', 'call', 'girl.']","['secret', 'girl', 'wife', 'friends', 'high']",8.534246945982066,-0.6048579389949538,0.03199624028974028,-0.28643084935260676,0,1,0,0
776,s777,0,american outlaws,les mayfield,"Colin Farrell, Scott Caan, Ali Larter, Gabriel Macht, Gregory Smith, Harris Yulin, Kathy Bates, Timothy Dalton, Ty O'Neal, Will Mccormack, Ronny Cox, Terry O'Quinn, Muse Watson, Joe Stevens, Barry Tubb",2021-06-02,2001,6,action & adventure,"In the wake of the Civil War, Jesse James leads a feisty group of ranchers in a fight against a railroad baron bent on seizing their land at any cost.",141135925,49,35,89,trending,2,1.7456338264450943,5.9,17869.0,94.0,0.0,"Colin Farrell, Scott Caan, Ali Larter, Gabriel Macht, Gregory Smith","['wake', 'civil', 'war,', 'jess', 'jame', 'lead', 'feisti', 'group', 'rancher', 'fight', 'railroad', 'baron', 'bent', 'seiz', 'land', 'cost.']","['war', 'group', 'young', 'help', 'film']",9.790878608153474,-0.3484788895749365,0.5883417884815278,0.11993144945329567,0,0,1,0
777,s778,0,and then came lola,"ellen seidler, megan siler","Ashleigh Sumner, Jill Bennett, Cathy Debuono, Jessica Graham, Angelyna Martinez, Candy Tolentino, Linda Ignazi, Jenoa Harlow, Lisa Dewey, Kathy Domenici",2021-06-02,2009,10,"comedies, independent movies, lgbtq movies","In this lesbian-themed nod to the film Run Lola Run, a photographer races against the clock to make it to an important meeting on time.",9178290,78,98,92,trending,2,-1.0011838554311372,4.0,1794.0,70.0,0.0,"Ashleigh Sumner, Jill Bennett, Cathy Debuono, Jessica Graham, Angelyna Martinez","['lesbian-them', 'nod', 'film', 'run', 'lola', 'run,', 'photograph', 'race', 'clock', 'make', 'import', 'meet', 'time.']","['make', 'film', 'time', 'family', 'father']",7.492760300922379,-1.9722128692350425,-0.42909866597653334,-1.2006557676057878,0,1,0,0
786,s787,0,company of heroes,don michael paul,"Tom Sizemore, Chad Michael Collins, Vinnie Jones, Dimitri Diatchenko, Neal Mcdonough, Jürgen Prochnow, Sam Spruell, Richard Sammel, Philip Rham, Alastair Mackenzie",2021-06-02,2013,7,"action & adventure, dramas","During the last major German offensive of World War II, a group of Allied soldiers sets out against all odds to turn the war around.",9557815,56,91,99,trending,2,-0.8633441358095537,5.1,5959.0,101.0,0.0,"Tom Sizemore, Chad Michael Collins, Vinnie Jones, Dimitri Diatchenko, Neal Mcdonough","['last', 'major', 'german', 'offens', 'world', 'war', 'ii,', 'group', 'alli', 'soldier', 'set', 'odd', 'turn', 'war', 'around.']","['war', 'sets', 'group', 'world', 'young']",8.692825760059396,-1.0321563546949815,0.10220346163016662,-0.46497644653240744,0,1,0,0
787,s788,0,cradle 2 the grave,andrzej bartkowiak,"Jet Li, Dmx, Anthony Anderson, Kelly Hu, Tom Arnold, Mark Dacascos, Gabrielle Union, Michael Jace, Drag-On, Paige Hurd",2021-06-02,2003,7,action & adventure,"When a jewel thief pulls off a risky diamond heist with his crew, a gang kidnaps his young daughter and steals the loot as a rival agent offers his help.",117252966,71,60,100,trending,2,1.5704432913171233,5.8,47437.0,101.0,0.0,"Jet Li, Dmx, Anthony Anderson, Kelly Hu, Tom Arnold","['jewel', 'thief', 'pull', 'riski', 'diamond', 'heist', 'crew,', 'gang', 'kidnap', 'young', 'daughter', 'steal', 'loot', 'rival', 'agent', 'offer', 'help.']","['crew', 'daughter', 'help', 'young', 'lives']",10.767178874266891,-0.4339385727149425,1.0205768841754392,0.29331915573024836,0,0,1,0
788,s789,0,domestic disturbance,harold becker,"John Travolta, Vince Vaughn, Teri Polo, Matt O'Leary, Ruben Santiago-Hudson, Susan Floyd, Angelica Page, Steve Buscemi, Chris Ellis",2021-06-02,2001,6,thrillers,A recovering alcoholic is skeptical of his son's claim that his new stepfather is a killer – but soon begins to sense the boy is telling the truth.,90444459,87,41,100,declining,2,0.6327527319025184,5.6,29333.0,89.0,0.0,"John Travolta, Vince Vaughn, Teri Polo, Matt O'Leary, Ruben Santiago-Hudson","['recov', 'alcohol', 'skeptic', ""son'"", 'claim', 'new', 'stepfath', 'killer', '–', 'soon', 'begin', 'sens', 'boy', 'tell', 'truth.']","['boy', 'soon', 'son', 'begins', 'new']",10.2865025318067,-0.6048579389949538,0.8077681898705833,0.10145512543781476,0,0,1,0
790,s791,0,dream/killer,andrew jenks,"Bill Ferguson, Ryan Ferguson",2021-06-02,2015,10,documentaries,This riveting crime doc follows Bill as he confronts America's broken judicial system after his son is falsely sentenced to 40 years in prison.,140989738,59,50,80,trending,2,2.3145099303432226,7.4,2137.0,109.0,0.0,"Bill Ferguson, Ryan Ferguson","['rivet', 'crime', 'doc', 'follow', 'bill', 'confront', ""america'"", 'broken', 'judici', 'system', 'son', 'fals', 'sentenc', '40', 'year', 'prison.']","['son', 'follows', 'crime', 'years', 'young']",7.6676260915849905,0.9334163575251468,-0.3516807502142685,0.2908678036554392,0,0,1,0
791,s792,0,felon,ric roman waugh,"Stephen Dorff, Val Kilmer, Harold Perrineau, Marisol Nichols, Anne Archer, Nick Chinlund, Nate Parker, Johnny Lewis, Sam Shepard, Jake Walker, Joey Villasenor, Antonio Leyba, Mike Seal, Richard Caruso, Kevin Wiggins, Larnell Stovall, Mara Holguin, Elton Walker, Brittany Perrineau, Esodie Geiger, Jermaine Washington, Greg Serano, Brian Keith Gamble, Mark Sivertsen, Carrie Fleming, Adam Taylor, Chris Browning, John Koyama, Shawn Prince, Christopher Dempsey, Cynthia Ruffin",2021-06-02,2008,7,"action & adventure, dramas","After killing a burglar while trying to protect his family, regular guy Wade is convicted of involuntary manslaughter and thrown into prison.",68506529,48,94,100,trending,2,0.04918643021487453,7.4,84834.0,104.0,0.0,"Stephen Dorff, Val Kilmer, Harold Perrineau, Marisol Nichols, Anne Archer","['kill', 'burglar', 'tri', 'protect', 'family,', 'regular', 'guy', 'wade', 'convict', 'involuntari', 'manslaught', 'thrown', 'prison.']","['family', 'help', 'film', 'finds', 'follows']",11.34846347247704,0.9334163575251468,1.2779276323555817,1.1056719949403644,1,0,1,1
792,s793,0,flipped,rob reiner,"Madeline Carroll, Callan Mcauliffe, Rebecca De Mornay, Anthony Edwards, John Mahoney, Penelope Ann Miller, Aidan Quinn, Kevin Weisman, Morgan Lily, Ryan Ketzner",2021-06-02,2010,5,"comedies, dramas, romantic movies","Bryce and Juli first meet as children, with Juli having a crush on Bryce. As they mature, it appears their bond may blossom into something more.",137796493,66,79,84,trending,2,2.3478981862582473,7.7,102007.0,90.0,0.0,"Madeline Carroll, Callan Mcauliffe, Rebecca De Mornay, Anthony Edwards, John Mahoney","['bryce', 'juli', 'first', 'meet', 'children,', 'juli', 'crush', 'bryce.', 'mature,', 'appear', 'bond', 'may', 'blossom', 'someth', 'more.']","['young', 'help', 'film', 'finds', 'follows']",11.532806520563378,1.1897954069451635,1.3595413917651786,1.274668399355171,1,0,1,1
796,s797,0,hostel: part iii,scott spiegel,"Kip Pardue, Brian Hallisay, John Hensley, Sarah Habel, Chris Coy, Skyler Stone, Thomas Kretschmann, Zulay Henao, Nickola Shreli, Derrick Carr",2021-06-02,2011,7,"cult movies, horror movies","In this installment in the popular horror franchise, a bachelor party in Las Vegas turns into a hellish bloodbath for all involved.",116271588,60,53,97,declining,2,1.1144734173735582,4.6,29489.0,88.0,0.0,"Kip Pardue, Brian Hallisay, John Hensley, Sarah Habel, Chris Coy","['instal', 'popular', 'horror', 'franchise,', 'bachelor', 'parti', 'la', 'vega', 'turn', 'hellish', 'bloodbath', 'involved.']","['turns', 'young', 'help', 'film', 'finds']",10.291806501809322,-1.4594547703950094,0.810116403899826,-0.3246691832475917,0,1,0,0
797,s798,0,i am sam,jessie nelson,"Sean Penn, Michelle Pfeiffer, Dakota Fanning, Dianne Wiest, Loretta Devine, Richard Schiff, Laura Dern, Brad Silverman, Joseph Rosenberg, Stanley Desantis, Doug Hutchison",2021-06-02,2001,6,dramas,"When the legal system declares him unfit to be a parent, a father with an intellectual disability fights to regain custody of his young daughter.",120560730,57,38,100,trending,2,1.121227647908463,7.6,158256.0,132.0,0.0,"Sean Penn, Michelle Pfeiffer, Dakota Fanning, Dianne Wiest, Loretta Devine","['legal', 'system', 'declar', 'unfit', 'parent,', 'father', 'intellectu', 'disabl', 'fight', 'regain', 'custodi', 'young', 'daughter.']","['daughter', 'father', 'young', 'help', 'finds']",11.971975572835404,1.1043357238051574,1.5539736621672762,1.3291546929862168,1,0,1,1
799,s800,0,million dollar baby,clint eastwood,"Clint Eastwood, Hilary Swank, Morgan Freeman, Anthony Mackie, Jay Baruchel, Mike Colter, Lucia Rijker, Brían F. O'Byrne, Margo Martindale, Riki Lindhome",2021-06-02,2004,6,"dramas, sports movies","When a cantankerous trainer mentors a persistent amateur boxer determined to go pro, deep-seated emotions become their strongest opponents.",44123411,75,51,98,trending,2,-0.5440580591611487,8.1,745543.0,133.0,0.0,"Clint Eastwood, Hilary Swank, Morgan Freeman, Anthony Mackie, Jay Baruchel","['cantanker', 'trainer', 'mentor', 'persist', 'amateur', 'boxer', 'determin', 'go', 'pro,', 'deep-seat', 'emot', 'becom', 'strongest', 'opponents.']","['young', 'help', 'film', 'finds', 'follows']",13.521869432236686,1.5316341395051851,2.2401544857172038,1.8858943126111944,1,0,1,1
800,s801,0,mosquita y mari,aurora guerrero,"Fenessa Pineda, Venecia Troncoso, Joaquín Garrido, Laura Patalano, Dulce Maria Solis, Marisela Uscanga, Melissa Uscanga, Omar Leyva, Tonita Castro, Paul Alayo",2021-06-02,2012,8,"dramas, independent movies, lgbtq movies","Neighbors but by no means friends, high schoolers Yolanda and Mari discover a bond and an attraction when they're made study partners.",91256333,69,39,94,trending,2,1.3519992837908406,6.3,993.0,85.0,0.0,"Fenessa Pineda, Venecia Troncoso, Joaquín Garrido, Laura Patalano, Dulce Maria Solis","['neighbor', 'mean', 'friends,', 'high', 'schooler', 'yolanda', 'mari', 'discov', 'bond', 'attract', 'made', 'studi', 'partners.']","['friends', 'high', 'help', 'film', 'finds']",6.901737206656574,-0.006640157014914706,-0.6907609153624356,-0.34870053618867514,0,1,0,0
801,s802,0,never back down 2: the beatdown,michael jai white,"Michael Jai White, Dean Geyer, Alex Meraz, Todd Duffee, Scottie Epstein, Jillian Murray, Evan Peters, Stacey Asaro, Gralen Bryant Banks, Rus Blackwell",2021-06-02,2011,7,"action & adventure, dramas, sports movies",A group of mixed martial arts fighters stars in this action thriller that follows a quartet of brawlers as they prepare for a major underground event.,126292655,61,49,88,trending,2,0.9558430666488517,5.7,18562.0,104.0,0.0,"Michael Jai White, Dean Geyer, Alex Meraz, Todd Duffee, Scottie Epstein","['group', 'mix', 'martial', 'art', 'fighter', 'star', 'action', 'thriller', 'follow', 'quartet', 'brawler', 'prepar', 'major', 'underground', 'event.']","['follows', 'group', 'young', 'help', 'film']",9.828925631209223,-0.5193982558549477,0.6051862565434264,0.04289400034423935,0,0,1,0
809,s810,0,starsky & hutch,todd phillips,"Ben Stiller, Owen Wilson, Vince Vaughn, Juliette Lewis, Snoop Dogg, Fred Williamson, Jason Bateman, Amy Smart, Carmen Electra, George Cheung",2021-06-02,2004,6,"action & adventure, comedies",New undercover cop partners Starsky and Hutch must overcome their differences to solve an important case with help from street informant Huggy Bear.,79423734,65,84,60,trending,2,-0.08961103353100923,6.1,156200.0,101.0,0.0,"Ben Stiller, Owen Wilson, Vince Vaughn, Juliette Lewis, Snoop Dogg","['new', 'undercov', 'cop', 'partner', 'starski', 'hutch', 'must', 'overcom', 'differ', 'solv', 'import', 'case', 'help', 'street', 'inform', 'huggi', 'bear.']","['help', 'new', 'young', 'film', 'finds']",11.958898918415885,-0.17755952329492597,1.5481842660454477,0.6853123713752609,1,0,1,0
812,s813,0,swordfish,dominic sena,"John Travolta, Hugh Jackman, Halle Berry, Don Cheadle, Sam Shepard, Vinnie Jones, Drea De Matteo, Rudolf Martin, Zach Grenier, Camryn Grimes",2021-06-02,2001,7,action & adventure,"A gifted hacker with a criminal past is recruited by a group of shadowy, seductive figures for an elaborate scheme where nothing is quite as it seems.",131831653,74,64,69,trending,2,2.434598186556382,6.5,199964.0,99.0,0.0,"John Travolta, Hugh Jackman, Halle Berry, Don Cheadle, Sam Shepard","['gift', 'hacker', 'crimin', 'past', 'recruit', 'group', 'shadowy,', 'seduct', 'figur', 'elabor', 'scheme', 'noth', 'quit', 'seems.']","['past', 'group', 'young', 'help', 'film']",12.205897630215887,0.16427920926509657,1.6575374184891691,0.9109083138771329,1,0,1,0
817,s818,0,the meddler,lorene scafaria,"Susan Sarandon, Rose Byrne, J.K. Simmons, Cecily Strong, Jerrod Carmichael, Michael Mckean, Jason Ritter, Billy Magnussen, Lucy Punch, Sarah Baker",2021-06-02,2015,6,"comedies, dramas, independent movies","Still-grieving widow Marnie moves to Los Angeles to be close to daughter Lori, but soon discovers new outlets for her maternal and romantic needs.",21654887,75,50,100,trending,2,-0.5698201205409484,6.3,14398.0,104.0,0.0,"Susan Sarandon, Rose Byrne, J.K. Simmons, Cecily Strong, Jerrod Carmichael","['still-griev', 'widow', 'marni', 'move', 'lo', 'angel', 'close', 'daughter', 'lori,', 'soon', 'discov', 'new', 'outlet', 'matern', 'romant', 'needs.']","['soon', 'daughter', 'new', 'young', 'group']",9.57491403870827,-0.006640157014914706,0.4927283080998707,0.243044075542478,0,0,1,0
822,s823,0,the wind,emma tammi,"Caitlin Gerard, Julia Goldani Telles, Ashley Zukerman, Miles Anderson, Dylan Mctee",2021-06-02,2019,7,horror movies,"Isolated on a wind-ravaged 19th-century homestead, a frontierswoman begins to suspect that evil lurks in the terrifying emptiness all around her.",27488059,75,86,80,declining,2,-0.6471673753072567,7.6,47036.0,88.0,0.0,"Caitlin Gerard, Julia Goldani Telles, Ashley Zukerman, Miles Anderson, Dylan Mctee","['isol', 'wind-ravag', '19th-centuri', 'homestead,', 'frontierswoman', 'begin', 'suspect', 'evil', 'lurk', 'terrifi', 'empti', 'around', 'her.']","['begins', 'young', 'high', 'finds', 'follows']",10.75868980502856,1.1043357238051574,1.0168185387340418,1.0605771312695995,1,0,1,1
824,s825,0,welcome home,george ratliff,"Aaron Paul, Emily Ratajkowski, Riccardo Scamarcio, Katy Louise Saunders, Alice Bellagamba",2021-06-02,2018,7,thrillers,"A couple rents a villa in Italy hoping to mend their bruised relationship, but the devilishly charming homeowner can’t seem to leave them alone.",91574499,40,69,83,stable,2,1.397632501736391,5.2,9119.0,97.0,0.0,"Aaron Paul, Emily Ratajkowski, Riccardo Scamarcio, Katy Louise Saunders, Alice Bellagamba","['coupl', 'rent', 'villa', 'itali', 'hope', 'mend', 'bruis', 'relationship,', 'devilishli', 'charm', 'homeown', 'can’t', 'seem', 'leav', 'alone.']","['couple', 'young', 'help', 'finds', 'follows']",9.118225083068378,-0.9466966715549755,0.2905394925327248,-0.32807858951112534,0,1,0,0
826,s827,0,bo burnham: inside,bo burnham,Bo Burnham,2021-05-30,2021,10,stand-up comedy,"A new comedy special shot and performed by Bo Burnham, alone, over the course of the past year.",29851947,96,77,72,declining,1,-0.8347388751447574,8.6,56936.0,88.0,0.0,Bo Burnham,"['new', 'comedi', 'special', 'shot', 'perform', 'bo', 'burnham,', 'alone,', 'cours', 'past', 'year.']","['past', 'year', 'comedy', 'special', 'new']",10.94970067240503,1.958932555205213,1.1013843259254326,1.5301584405653228,1,0,1,1
828,s829,0,collateral beauty,david frankel,"Will Smith, Edward Norton, Kate Winslet, Michael Peña, Helen Mirren, Naomie Harris, Keira Knightley, Jacob Latimore, Ann Dowd, Liza Colón-Zayas",2021-05-28,2016,6,dramas,An advertising executive wrestling with grief finds meaning by writing letters to unconventional recipients as caring colleagues plot a ruse.,7813415,60,46,60,trending,1,-1.033285108151127,6.8,107151.0,97.0,0.0,"Will Smith, Edward Norton, Kate Winslet, Michael Peña, Helen Mirren","['advertis', 'execut', 'wrestl', 'grief', 'find', 'mean', 'write', 'letter', 'unconvent', 'recipi', 'care', 'colleagu', 'plot', 'ruse.']","['finds', 'young', 'help', 'film', 'follows']",11.58200366614983,0.4206582586851131,1.3813223270660375,0.9009902928755753,1,0,1,1
834,s835,0,blue miracle,julio quintana,"Jimmy Gonzales, Dennis Quaid, Anthony Gonzalez, Bruce Mcgill, Raymond Cruz, Nathan Arenas, Miguel Angel Garcia, Isaac Arellanes, Steve Gutierrez, Dana Wheeler-Nicholson, Fernanda Urrejola, Silverio Palacios",2021-05-27,2021,11,"children & family movies, dramas, faith & spirituality","To save their cash-strapped orphanage, a guardian and his kids partner with a washed-up boat captain for a chance to win a lucrative fishing competition.",147736681,92,74,85,trending,1,1.6929510693410998,6.6,8318.0,97.0,0.0,"Jimmy Gonzales, Dennis Quaid, Anthony Gonzalez, Bruce Mcgill, Raymond Cruz","['save', 'cash-strap', 'orphanage,', 'guardian', 'kid', 'partner', 'washed-up', 'boat', 'captain', 'chanc', 'win', 'lucr', 'fish', 'competition.']","['kids', 'save', 'young', 'group', 'film']",9.026297334283887,0.2497388924051018,0.2498405388686334,0.24978971563686758,0,0,1,1
846,s847,0,home,tim johnson,"Jim Parsons, Rihanna, Steve Martin, Jennifer Lopez, Matt Jones, Brian Stepanek, April Lawrence",2021-05-25,2015,5,"children & family movies, comedies, sci-fi & fantasy","When misfit alien Oh mistakenly sends a party invite to the entire galaxy, he goes on the run to avoid trouble and befriends spunky human girl Tip.",89682323,41,70,93,trending,1,0.655810610029627,6.5,116215.0,94.0,0.0,"Jim Parsons, Rihanna, Steve Martin, Jennifer Lopez, Matt Jones","['misfit', 'alien', 'oh', 'mistakenli', 'send', 'parti', 'invit', 'entir', 'galaxy,', 'goe', 'run', 'avoid', 'troubl', 'befriend', 'spunki', 'human', 'girl', 'tip.']","['girl', 'young', 'help', 'film', 'finds']",11.66320580755272,0.16427920926509657,1.4172727580738589,0.7907759836694778,1,0,1,0
853,s854,0,army of the dead,zack snyder,"Dave Bautista, Ella Purnell, Omari Hardwick, Garret Dillahunt, Ana De La Reguera, Theo Rossi, Matthias Schweighöfer, Nora Arnezeder, Hiroyuki Sanada, Tig Notaro, Raúl Castillo, Huma Qureshi, Samantha Win, Richard Cetrone, Michael Cassidy",2021-05-21,2021,7,"action & adventure, horror movies","After a zombie outbreak in Las Vegas, a group of mercenaries takes the ultimate gamble by venturing into the quarantine zone for the greatest heist ever.",92326949,43,75,82,trending,1,-0.5804885965692833,5.8,193586.0,148.0,0.0,"Dave Bautista, Ella Purnell, Omari Hardwick, Garret Dillahunt, Ana De La Reguera","['zombi', 'outbreak', 'la', 'vegas,', 'group', 'mercenari', 'take', 'ultim', 'gambl', 'ventur', 'quarantin', 'zone', 'greatest', 'heist', 'ever.']","['group', 'takes', 'young', 'film', 'finds']",12.173482302809704,-0.4339385727149425,1.6431862576530285,0.604623842469043,1,0,1,0
862,s863,1,special,nan,"Ryan O'Connell, Jessica Hecht, Punam Patel, Marla Mindelle, Augustus Prew, Patrick Fabian",2021-05-20,2021,10,tv comedies,A young gay man with cerebral palsy branches out from his insular existence in hopes of finally going after the life he wants.,3615612,55,94,69,trending,1,-1.0130232201072926,8.3,17868.0,0.0,2.0,"Ryan O'Connell, Jessica Hecht, Punam Patel, Marla Mindelle, Augustus Prew","['young', 'gay', 'man', 'cerebr', 'palsi', 'branch', 'insular', 'exist', 'hope', 'final', 'go', 'life', 'wants.']","['man', 'young', 'life', 'years', 'group']",9.790822646878661,1.7025535057851973,0.5883170128793763,1.1454352593322867,1,0,1,1
865,s866,0,sabotage,david ayer,"Arnold Schwarzenegger, Sam Worthington, Olivia Williams, Terrence Howard, Joe Manganiello, Josh Holloway, Mireille Enos, Harold Perrineau, Martin Donovan, Max Martini, Mark Schlegel, Kevin Vance",2021-05-19,2014,7,"action & adventure, dramas","A crack team of DEA agents plots a daring heist, making off with $10 million in drug money. They soon find themselves targets of an unknown killer.",44645633,63,98,88,trending,1,-0.6364246703425969,5.7,67164.0,109.0,0.0,"Arnold Schwarzenegger, Sam Worthington, Olivia Williams, Terrence Howard, Joe Manganiello","['crack', 'team', 'dea', 'agent', 'plot', 'dare', 'heist,', 'make', '$10', 'million', 'drug', 'money.', 'soon', 'find', 'target', 'unknown', 'killer.']","['soon', 'drug', 'team', 'father', 'film']",11.114907557497114,-0.5193982558549477,1.1745259773881953,0.3275638607666238,0,0,1,0
866,s867,0,small town crime,"eshom nelms, ian nelms","John Hawkes, Anthony Anderson, Octavia Spencer, Robert Forster, Clifton Collins Jr., Jeremy Ratchford, James Lafferty, Michael Vartan, Daniel Sunjata, Don Harvey, Stefanie Scott, Caity Lotz, Dale Dickey",2021-05-19,2017,7,thrillers,"When a disgraced ex-cop discovers a dying woman, he's compelled to track down her killer — an act of self-redemption that takes him down a dark path.",78306637,40,31,100,declining,1,0.08464927943281436,6.6,12884.0,92.0,0.0,"John Hawkes, Anthony Anderson, Octavia Spencer, Robert Forster, Clifton Collins Jr.","['disgrac', 'ex-cop', 'discov', 'die', 'woman,', 'compel', 'track', 'killer', '—', 'act', 'self-redempt', 'take', 'dark', 'path.']","['ex', 'woman', 'takes', 'group', 'father']",9.463819123086465,0.2497388924051018,0.4435435202312175,0.34664120631815964,0,0,1,1
870,s871,0,amy tan: unintended memoir,james redford,Amy Tan,2021-05-18,2021,8,documentaries,"From her painful past to her successful career after ""The Joy Luck Club,"" groundbreaking writer Amy Tan shares her life story in this documentary.",10593542,41,73,75,trending,1,-1.0069657773007852,7.8,375.0,101.0,0.0,Amy Tan,"['pain', 'past', 'success', 'career', '""the', 'joy', 'luck', 'club,""', 'groundbreak', 'writer', 'ami', 'tan', 'share', 'life', 'stori', 'documentary.']","['past', 'career', 'story', 'documentary', 'life']",5.929589143389895,1.2752550900851687,-1.1211577161617394,0.07704868696171463,0,1,0,0
872,s873,0,sleight,j.d. dillard,"Jacob Latimore, Seychelle Gabriel, Sasheer Zamata, Storm Reid, Cameron Esposito, Dulé Hill, Michael Villar, Brandon Johnson, Donzaleigh Abernathy, Jay Walker",2021-05-16,2016,7,"dramas, independent movies, sci-fi & fantasy","Struggling to raise his little sister on his own, a young street magician turns to drug dealing, unaware of how ruthless his supplier can be.",68186445,92,88,68,trending,1,-0.7354329130905872,5.9,9377.0,89.0,0.0,"Jacob Latimore, Seychelle Gabriel, Sasheer Zamata, Storm Reid, Cameron Esposito","['struggl', 'rais', 'littl', 'sister', 'own,', 'young', 'street', 'magician', 'turn', 'drug', 'dealing,', 'unawar', 'ruthless', 'supplier', 'be.']","['struggling', 'drug', 'turns', 'young', 'group']",9.146121799649531,-0.3484788895749365,0.3028901395411525,-0.022794375016891993,0,0,1,0
879,s880,1,halston,daniel minahan,"Ewan Mcgregor, Bill Pullman, Rebecca Dayan, David Pittu, Krysta Rodriguez, Rory Culkin, Vera Farmiga, Gian Franco Rodriguez, Sullivan Jones, Kelly Bishop, Dilone, James Waterston, Jason Kravits, Mary Beth Peil",2021-05-14,2021,10,tv dramas,His name built an empire. His style defined an era. American fashion designer Halston skyrockets to fame before his life starts to spin out of control.,8265055,60,86,71,trending,1,-0.9086458848919484,7.5,17684.0,0.0,1.0,"Ewan Mcgregor, Bill Pullman, Rebecca Dayan, David Pittu, Krysta Rodriguez","['name', 'built', 'empire.', 'style', 'defin', 'era.', 'american', 'fashion', 'design', 'halston', 'skyrocket', 'fame', 'life', 'start', 'spin', 'control.']","['american', 'life', 'help', 'film', 'finds']",9.780472101639582,1.0188760406651522,0.5837345405937671,0.8013052906294597,1,0,1,1
889,s890,0,the woman in the window,joe wright,"Amy Adams, Gary Oldman, Anthony Mackie, Fred Hechinger, Wyatt Russell, Brian Tyree Henry, Jennifer Jason Leigh, Jeanine Serralles, Mariah Bozeman, Julianne Moore",2021-05-14,2021,7,"dramas, thrillers","Confined to her home by agoraphobia, a psychologist becomes obsessed with her new neighbors — and solving a brutal crime she witnesses from her window.",13919383,99,41,82,trending,1,-0.7611767939054684,5.7,85761.0,102.0,0.0,"Amy Adams, Gary Oldman, Anthony Mackie, Fred Hechinger, Wyatt Russell","['confin', 'home', 'agoraphobia,', 'psychologist', 'becom', 'obsess', 'new', 'neighbor', '—', 'solv', 'brutal', 'crime', 'wit', 'window.']","['crime', 'home', 'new', 'young', 'group']",11.359331296928223,-0.5193982558549477,1.2827391184369514,0.38167043129100187,0,0,1,0
896,s897,1,the upshaws,nan,"Mike Epps, Wanda Sykes, Kim Fields, Page Kennedy, Diamond Lyons, Khali Daniya-Renee Spraggins, Jermelle Simon, Gabrielle Dennis, Journey Christine",2021-05-12,2021,8,tv comedies,A working-class Black family in Indiana strives for a better life and a happy home while juggling everyday struggles in this comedy series.,3687322,54,32,73,trending,1,-1.042134925016947,7.0,4283.0,0.0,1.0,"Mike Epps, Wanda Sykes, Kim Fields, Page Kennedy, Diamond Lyons","['working-class', 'black', 'famili', 'indiana', 'strive', 'better', 'life', 'happi', 'home', 'juggl', 'everyday', 'struggl', 'comedi', 'series.']","['struggles', 'comedy', 'home', 'series', 'family', 'life']",8.36264243156764,0.5915776249651243,-0.04397781839274484,0.27379990328618975,0,0,1,0
900,s901,1,"money, explained",nan,Nan,2021-05-11,2021,8,docuseries,"We spend it, borrow it and save it. Now let's talk about money and its many minefields, from credit cards to casinos, scammers to student loans.",3509243,74,70,34,declining,1,-1.0960025326390581,7.0,2926.0,0.0,1.0,Nan,"['spend', 'it,', 'borrow', 'save', 'it.', ""let'"", 'talk', 'money', 'mani', 'minefields,', 'credit', 'card', 'casinos,', 'scammer', 'student', 'loans.']","['student', 'save', 'young', 'family', 'film']",7.9817332866918855,0.5915776249651243,-0.21261681850434663,0.18948040323038884,0,0,1,0
